date,ticker,horizon_bucket,score,confidence,risk_flag,adjusted_score,effective_score,summary,document_id,section_id,doc_type,source,title,form,section_type,items,source_url,company_name,accession_number
2026-03-11,AVGO,short_term,0.25,0.95,0.4,0.2,0.19,Management's Discussion and Analysis of Financial Condition and Results of Operations This Management's Discussion and Analysis of Financial Condition and Results of Operations should be,0001730168-26-000016,0001730168-26-000016::mda,sec_section,SEC,10-Q MD&A,10-Q,mda,2,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,swing,0.25,0.95,0.4,0.2,0.19,Management's Discussion and Analysis of Financial Condition and Results of Operations This Management's Discussion and Analysis of Financial Condition and Results of Operations should be,0001730168-26-000016,0001730168-26-000016::mda,sec_section,SEC,10-Q MD&A,10-Q,mda,2,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,long_term,0.25,0.95,0.4,0.2,0.19,Management's Discussion and Analysis of Financial Condition and Results of Operations This Management's Discussion and Analysis of Financial Condition and Results of Operations should be,0001730168-26-000016,0001730168-26-000016::mda,sec_section,SEC,10-Q MD&A,10-Q,mda,2,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,short_term,0.6000000000000001,0.6699999999999999,0.2,0.5400000000000001,0.36180000000000007,Liquidity and Capital Resources The following section discusses our principal liquidity and capital resources as well as our primary liquidity requirements and uses of cash.,0001730168-26-000016,0001730168-26-000016::liquidity,sec_section,SEC,10-Q Liquidity and Capital Resources,10-Q,liquidity,2,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,swing,0.75,0.6699999999999999,0.2,0.675,0.45225,Liquidity and Capital Resources The following section discusses our principal liquidity and capital resources as well as our primary liquidity requirements and uses of cash.,0001730168-26-000016,0001730168-26-000016::liquidity,sec_section,SEC,10-Q Liquidity and Capital Resources,10-Q,liquidity,2,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,long_term,0.8250000000000001,0.6699999999999999,0.2,0.7425,0.497475,Liquidity and Capital Resources The following section discusses our principal liquidity and capital resources as well as our primary liquidity requirements and uses of cash.,0001730168-26-000016,0001730168-26-000016::liquidity,sec_section,SEC,10-Q Liquidity and Capital Resources,10-Q,liquidity,2,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,short_term,0.0,0.59,0.2,0.0,0.0,"These statements are indicated by words or phrases such as “anticipate,” “expect,” “estimate,” “seek,” “plan,” “believe,” “could,” “intend,” “will,” and similar words or phrases. While",0001730168-26-000016,0001730168-26-000016::forward_guidance,sec_section,SEC,10-Q Forward-Looking Guidance,10-Q,forward_guidance,2,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,swing,0.0,0.59,0.2,0.0,0.0,"These statements are indicated by words or phrases such as “anticipate,” “expect,” “estimate,” “seek,” “plan,” “believe,” “could,” “intend,” “will,” and similar words or phrases. While",0001730168-26-000016,0001730168-26-000016::forward_guidance,sec_section,SEC,10-Q Forward-Looking Guidance,10-Q,forward_guidance,2,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,long_term,0.0,0.59,0.2,0.0,0.0,"These statements are indicated by words or phrases such as “anticipate,” “expect,” “estimate,” “seek,” “plan,” “believe,” “could,” “intend,” “will,” and similar words or phrases. While",0001730168-26-000016,0001730168-26-000016::forward_guidance,sec_section,SEC,10-Q Forward-Looking Guidance,10-Q,forward_guidance,2,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,short_term,-0.7,0.95,1.0,-0.35,-0.33249999999999996,"Item 1A. Risk Factors Our business, operations and financial results are subject to various risks and uncertainties, including those described below, that could adversely affect",0001730168-26-000016,0001730168-26-000016::risk_factors,sec_section,SEC,10-Q Risk Factors,10-Q,risk_factors,1A,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,swing,-0.9,0.95,1.0,-0.45,-0.4275,"Item 1A. Risk Factors Our business, operations and financial results are subject to various risks and uncertainties, including those described below, that could adversely affect",0001730168-26-000016,0001730168-26-000016::risk_factors,sec_section,SEC,10-Q Risk Factors,10-Q,risk_factors,1A,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-03-11,AVGO,long_term,-1.0,0.95,1.0,-0.5,-0.475,"Item 1A. Risk Factors Our business, operations and financial results are subject to various risks and uncertainties, including those described below, that could adversely affect",0001730168-26-000016,0001730168-26-000016::risk_factors,sec_section,SEC,10-Q Risk Factors,10-Q,risk_factors,1A,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000016/avgo-20260201.htm,Broadcom Inc.,0001730168-26-000016
2026-02-23,JPM,short_term,0.25,0.59,0.30000000000000004,0.2125,0.125375,"Item 7.01, and the information contained therein shall not be deemed “filed” for purposes of Section 18 of the Securities Exchange Act of 1934, or",0001628280-26-010693,0001628280-26-010693::item_7_01,sec_section,SEC,8-K Item 7.01,8-K,item_7_01,7.01,https://www.sec.gov/Archives/edgar/data/19617/000162828026010693/jpm-20260223.htm,JPMORGAN CHASE & CO,0001628280-26-010693
2026-02-23,JPM,swing,0.25,0.59,0.30000000000000004,0.2125,0.125375,"Item 7.01, and the information contained therein shall not be deemed “filed” for purposes of Section 18 of the Securities Exchange Act of 1934, or",0001628280-26-010693,0001628280-26-010693::item_7_01,sec_section,SEC,8-K Item 7.01,8-K,item_7_01,7.01,https://www.sec.gov/Archives/edgar/data/19617/000162828026010693/jpm-20260223.htm,JPMORGAN CHASE & CO,0001628280-26-010693
2026-02-23,JPM,long_term,0.25,0.59,0.30000000000000004,0.2125,0.125375,"Item 7.01, and the information contained therein shall not be deemed “filed” for purposes of Section 18 of the Securities Exchange Act of 1934, or",0001628280-26-010693,0001628280-26-010693::item_7_01,sec_section,SEC,8-K Item 7.01,8-K,item_7_01,7.01,https://www.sec.gov/Archives/edgar/data/19617/000162828026010693/jpm-20260223.htm,JPMORGAN CHASE & CO,0001628280-26-010693
2026-01-29,META,short_term,-0.8999999999999999,0.95,1.0,-0.44999999999999996,-0.42749999999999994,"Item 1A. Risk Factors Certain factors may have a material adverse effect on our business, financial condition, and results of operations. You should consider carefully",0001628280-26-003942,0001628280-26-003942::risk_factors,sec_section,SEC,10-K Risk Factors,10-K,risk_factors,1A,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,"Meta Platforms, Inc.",0001628280-26-003942
2026-01-29,META,swing,-0.75,0.95,1.0,-0.375,-0.35624999999999996,"Item 1A. Risk Factors Certain factors may have a material adverse effect on our business, financial condition, and results of operations. You should consider carefully",0001628280-26-003942,0001628280-26-003942::risk_factors,sec_section,SEC,10-K Risk Factors,10-K,risk_factors,1A,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,"Meta Platforms, Inc.",0001628280-26-003942
2026-01-29,META,long_term,-0.6000000000000001,0.95,1.0,-0.30000000000000004,-0.28500000000000003,"Item 1A. Risk Factors Certain factors may have a material adverse effect on our business, financial condition, and results of operations. You should consider carefully",0001628280-26-003942,0001628280-26-003942::risk_factors,sec_section,SEC,10-K Risk Factors,10-K,risk_factors,1A,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,"Meta Platforms, Inc.",0001628280-26-003942
2026-01-28,MSFT,short_term,-0.3,0.95,0.5,-0.22499999999999998,-0.21374999999999997,Management's Discussion and Analysis of Financial Condition and Results of Operations (“MD&A”) is intended to help the reader understand the results of operations and financial,0001193125-26-027207,0001193125-26-027207::mda,sec_section,SEC,10-Q MD&A,10-Q,mda,2,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,swing,-0.25,0.95,0.5,-0.1875,-0.17812499999999998,Management's Discussion and Analysis of Financial Condition and Results of Operations (“MD&A”) is intended to help the reader understand the results of operations and financial,0001193125-26-027207,0001193125-26-027207::mda,sec_section,SEC,10-Q MD&A,10-Q,mda,2,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,long_term,-0.2,0.95,0.5,-0.15000000000000002,-0.14250000000000002,Management's Discussion and Analysis of Financial Condition and Results of Operations (“MD&A”) is intended to help the reader understand the results of operations and financial,0001193125-26-027207,0001193125-26-027207::mda,sec_section,SEC,10-Q MD&A,10-Q,mda,2,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,short_term,0.0,0.35,0.1,0.0,0.0,"LIQUIDITY AND CAPITAL RESOURCES We expect existing cash, cash equivalents, short-term investments, cash flows from operations, and access to capital markets to continue to be",0001193125-26-027207,0001193125-26-027207::liquidity,sec_section,SEC,10-Q Liquidity and Capital Resources,10-Q,liquidity,2,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,swing,0.0,0.35,0.1,0.0,0.0,"LIQUIDITY AND CAPITAL RESOURCES We expect existing cash, cash equivalents, short-term investments, cash flows from operations, and access to capital markets to continue to be",0001193125-26-027207,0001193125-26-027207::liquidity,sec_section,SEC,10-Q Liquidity and Capital Resources,10-Q,liquidity,2,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,long_term,0.0,0.35,0.1,0.0,0.0,"LIQUIDITY AND CAPITAL RESOURCES We expect existing cash, cash equivalents, short-term investments, cash flows from operations, and access to capital markets to continue to be",0001193125-26-027207,0001193125-26-027207::liquidity,sec_section,SEC,10-Q Liquidity and Capital Resources,10-Q,liquidity,2,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,short_term,0.225,0.59,0.1,0.21375,0.1261125,"30 PART I Item 2 Industry Trends and Opportunities Our industry is dynamic and highly competitive, with frequent changes in both technologies and business models.",0001193125-26-027207,0001193125-26-027207::forward_guidance,sec_section,SEC,10-Q Forward-Looking Guidance,10-Q,forward_guidance,2,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,swing,0.3,0.59,0.1,0.285,0.16814999999999997,"30 PART I Item 2 Industry Trends and Opportunities Our industry is dynamic and highly competitive, with frequent changes in both technologies and business models.",0001193125-26-027207,0001193125-26-027207::forward_guidance,sec_section,SEC,10-Q Forward-Looking Guidance,10-Q,forward_guidance,2,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,long_term,0.25,0.59,0.1,0.2375,0.140125,"30 PART I Item 2 Industry Trends and Opportunities Our industry is dynamic and highly competitive, with frequent changes in both technologies and business models.",0001193125-26-027207,0001193125-26-027207::forward_guidance,sec_section,SEC,10-Q Forward-Looking Guidance,10-Q,forward_guidance,2,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,short_term,-0.5249999999999999,0.95,0.8,-0.31499999999999995,-0.29924999999999996,"Item 1A • Trade: Increasing trade laws, policies, sanctions, and other regulatory requirements also affect our operations in and outside the U.S. relating to trade",0001193125-26-027207,0001193125-26-027207::risk_factors,sec_section,SEC,10-Q Risk Factors,10-Q,risk_factors,1A,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,swing,-0.675,0.95,0.8,-0.405,-0.38475,"Item 1A • Trade: Increasing trade laws, policies, sanctions, and other regulatory requirements also affect our operations in and outside the U.S. relating to trade",0001193125-26-027207,0001193125-26-027207::risk_factors,sec_section,SEC,10-Q Risk Factors,10-Q,risk_factors,1A,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
2026-01-28,MSFT,long_term,-0.8250000000000001,0.95,0.8,-0.495,-0.47025,"Item 1A • Trade: Increasing trade laws, policies, sanctions, and other regulatory requirements also affect our operations in and outside the U.S. relating to trade",0001193125-26-027207,0001193125-26-027207::risk_factors,sec_section,SEC,10-Q Risk Factors,10-Q,risk_factors,1A,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,MICROSOFT CORP,0001193125-26-027207
